# HELP kubernetes_cpu_limits 
# TYPE kubernetes_cpu_limits untyped
kubernetes_cpu_requests{namespace="namespace-2",owner_kind="job",owner_name="job-failed"} 0 1648771200000
kubernetes_cpu_requests{namespace="namespace-2",owner_kind="job",owner_name="job-running"} 0 1648771200000
kubernetes_cpu_requests{namespace="namespace-2",owner_kind="job",owner_name="job-succeeded"} 0 1648771200000
kubernetes_cpu_requests{namespace="namespace-3",owner_kind="deployment",owner_name="running-ready"} 0 1648771200000
kubernetes_cpu_requests{namespace="namespace-3",owner_kind="deployment",owner_name="unschedulable"} 0 1648771200000
kubernetes_cpu_requests{namespace="namespace-3",owner_kind="replicaset",owner_name="running-replicaset"} 0 1648771200000
# HELP kubernetes_memory_limits 
# TYPE kubernetes_memory_limits untyped
kubernetes_memory_limits{namespace="kube-system",owner_kind="daemonset",owner_name="kindnet"} 1.572864e+08 1648771200000
kubernetes_memory_limits{namespace="kube-system",owner_kind="daemonset",owner_name="kube-proxy"} 0 1648771200000
kubernetes_memory_limits{namespace="kube-system",owner_kind="deployment",owner_name="coredns"} 1.7825792e+08 1648771200000
kubernetes_memory_limits{namespace="kube-system",owner_kind="node",owner_name="minikube"} 0 1648771200000
kubernetes_memory_limits{namespace="kube-system",owner_kind="pod",owner_name="storage-provisioner"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-1",owner_kind="deployment",owner_name="init-failed"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-1",owner_kind="deployment",owner_name="inside-init"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-1",owner_kind="deployment",owner_name="running-init-ok"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-1",owner_kind="deployment",owner_name="running-not-ready"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-2",owner_kind="deployment",owner_name="crash-loop-backoff"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-2",owner_kind="deployment",owner_name="image-pull-backoff"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-2",owner_kind="deployment",owner_name="running-replicas"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-2",owner_kind="job",owner_name="job-failed"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-2",owner_kind="job",owner_name="job-running"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-2",owner_kind="job",owner_name="job-succeeded"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-3",owner_kind="deployment",owner_name="running-ready"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-3",owner_kind="deployment",owner_name="unschedulable"} 0 1648771200000
kubernetes_memory_limits{namespace="namespace-3",owner_kind="replicaset",owner_name="running-replicaset"} 0 1648771200000
# HELP kubernetes_memory_requests 
# TYPE kubernetes_memory_requests untyped
kubernetes_memory_requests{namespace="kube-system",owner_kind="daemonset",owner_name="kindnet"} 1.572864e+08 1648771200000
kubernetes_memory_requests{namespace="kube-system",owner_kind="daemonset",owner_name="kube-proxy"} 0 1648771200000
kubernetes_memory_requests{namespace="kube-system",owner_kind="deployment",owner_name="coredns"} 7.340032e+07 1648771200000
kubernetes_memory_requests{namespace="kube-system",owner_kind="node",owner_name="minikube"} 1.048576e+08 1648771200000
kubernetes_memory_requests{namespace="kube-system",owner_kind="pod",owner_name="storage-provisioner"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-1",owner_kind="deployment",owner_name="init-failed"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-1",owner_kind="deployment",owner_name="inside-init"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-1",owner_kind="deployment",owner_name="running-init-ok"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-1",owner_kind="deployment",owner_name="running-not-ready"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-2",owner_kind="deployment",owner_name="crash-loop-backoff"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-2",owner_kind="deployment",owner_name="image-pull-backoff"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-2",owner_kind="deployment",owner_name="running-replicas"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-2",owner_kind="job",owner_name="job-failed"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-2",owner_kind="job",owner_name="job-running"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-2",owner_kind="job",owner_name="job-succeeded"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-3",owner_kind="deployment",owner_name="running-ready"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-3",owner_kind="deployment",owner_name="unschedulable"} 0 1648771200000
kubernetes_memory_requests{namespace="namespace-3",owner_kind="replicaset",owner_name="running-replicaset"} 0 1648771200000
# HELP kubernetes_namespaces_count 
# TYPE kubernetes_namespaces_count untyped
kubernetes_namespaces_count{state="active"} 8 1648771200000
# HELP kubernetes_nodes_count 
# TYPE kubernetes_nodes_count untyped
kubernetes_nodes_count 3 1648771200000
# HELP kubernetes_pods_count 
# TYPE kubernetes_pods_count untyped
kubernetes_pods_count{namespace="kube-system",owner_kind="daemonset",owner_name="kindnet",state="running"} 3 1648771200000
kubernetes_pods_count{namespace="kube-system",owner_kind="daemonset",owner_name="kube-proxy",state="running"} 3 1648771200000
kubernetes_pods_count{namespace="kube-system",owner_kind="deployment",owner_name="coredns",state="running"} 1 1648771200000
kubernetes_pods_count{namespace="kube-system",owner_kind="node",owner_name="minikube",state="running"} 4 1648771200000
kubernetes_pods_count{namespace="kube-system",owner_kind="pod",owner_name="storage-provisioner",state="running"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-1",owner_kind="deployment",owner_name="init-failed",state="failed"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-1",owner_kind="deployment",owner_name="inside-init",state="pending"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-1",owner_kind="deployment",owner_name="running-init-ok",state="running"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-1",owner_kind="deployment",owner_name="running-not-ready",state="pending"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-2",owner_kind="deployment",owner_name="crash-loop-backoff",state="failed"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-2",owner_kind="deployment",owner_name="image-pull-backoff",state="pending"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-2",owner_kind="deployment",owner_name="running-replicas",state="running"} 2 1648771200000
kubernetes_pods_count{namespace="namespace-2",owner_kind="job",owner_name="job-failed",state="failed"} 2 1648771200000
kubernetes_pods_count{namespace="namespace-2",owner_kind="job",owner_name="job-running",state="running"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-2",owner_kind="job",owner_name="job-succeeded",state="succeeded"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-3",owner_kind="deployment",owner_name="running-ready",state="running"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-3",owner_kind="deployment",owner_name="unschedulable",state="pending"} 1 1648771200000
kubernetes_pods_count{namespace="namespace-3",owner_kind="replicaset",owner_name="running-replicaset",state="running"} 3 1648771200000
# HELP kubernetes_pods_restart_count 
# TYPE kubernetes_pods_restart_count untyped
kubernetes_pods_restart_count{namespace="kube-system",pod_name="coredns-565d847f94-n9tg9"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="etcd-minikube"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kindnet-dnfnr"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kindnet-kckjl"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kindnet-vfrp5"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kube-apiserver-minikube"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kube-controller-manager-minikube"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kube-proxy-2g7kc"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kube-proxy-4fgg2"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kube-proxy-jjwgv"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="kube-scheduler-minikube"} 0 1648771200000
kubernetes_pods_restart_count{namespace="kube-system",pod_name="storage-provisioner"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-1",pod_name="init-failed-76d9854d6c-qgvlr"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-1",pod_name="inside-init-6ffd7dc8cd-65wks"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-1",pod_name="running-init-ok-c888fff49-tm7zj"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-1",pod_name="running-not-ready-59d84c958b-j8kc7"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="crash-loop-backoff-6f7b458877-hmmgs"} 10 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="image-pull-backoff-5db5d89c86-qs8x7"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="job-failed-n6ht5"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="job-failed-nt2c7"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="job-running-sbd5r"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="job-succeeded-jxqfh"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="running-replicas-6bf69fb969-4ffpg"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-2",pod_name="running-replicas-6bf69fb969-5d7tj"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-3",pod_name="running-ready-984956487-dm4dg"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-3",pod_name="running-replicaset-2lvkg"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-3",pod_name="running-replicaset-5dsdj"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-3",pod_name="running-replicaset-8wqgf"} 0 1648771200000
kubernetes_pods_restart_count{namespace="namespace-3",pod_name="unschedulable-54ccfd478b-qrkwk"} 0 1648771200000
